14743964092	17750155741	17163592098	18773072233	13392504089	16689505255	18807003318	18930481000	14537722006
13406901542	18155849454	13003761752	19832790926	18995179268	14573238177	15238392339	18082330706	15626616473
18359984768	17768048213	15690125571	15905513524	17791625497	18513063904	15203234620	18082545194	17174446835
13545869579	18959026756	17149996717	18876322360	18906167808	17185047413	18810209290	13334461068	13186491437
18705235869	17759755058	16650213751	18366139112	17746437286	16677120531	18700548835	19956686066	16675706258
15823958868	18993391133	15585586668	18869581419	18037865073	13086369551	13783825032	15360607265	17176566755
18821049295	15372082664	13202122083	18261098138	15384262353	14508878737	18798995660	13311473851	17653872022
15927699605	17352462852	18586246187	14773872030	13342494134	13175671347	15701950375	19996491237	16697713432
15957457744	13364748891	16621265094	18723287583	14962331560	14500996254	18866620373	13358910182	15586408137
13635511370	13398098910	13282090520	17806727437	18169584162	16630946341	15084924589	18062317505	17185707652
18294743465	18156277315	17115723398	15720842594	19997084107	16629330464	13603544478	18948182363	18632361426
14705762068	13346184473	13061127212	18438755573	15342431902	14508425874	13401634331	13314654803	13252630286
15003208201	17733324142	13036308283	19892750272	18951048572	18504908920	13702380635	15325840951	17129395949
18316398848	13370183792	16614860020	18732363946	18975143022	13213471117	15849377067	19945885573	17677155095
18897904172	18081552022	13040897582	15128144388	18902310870	13172865875	18274604147	17375811212	18611515265
18379430397	19989906284	15557809415	18895526322	17780598689	15680296823	13709679299	18098116045	14554687651
13643292331	18009452606	13196392173	15276868956	19987179307	13167843901	15181484869	13397855753	13042730340
18372413067	18107009317	13229835224	13406698926	18183602671	16670279658	15785665627	18922654833	15620278694
17863017981	13394698660	13179609960	17845814676	17335585814	13206115776	13694254571	15326621306	18686353304
13890388197	14901928323	17114641509	18303979520	18913112504	17551158847	19867882847	17339675384	18604159740
13492366878	18967874588	16600034623	17219455420	19922770453	16646233986	18387118079	17377253570	18695192401
15811813766	18050454870	17180335264	18459937553	18133661233	13113506911	19819491867	18184999461	14510890727
19834601293	15392435849	17147352984	19811792622	18949685845	18501058207	18446070455	13368327430	15526652047
18336795279	13346376382	18643690073	17291885479	13355699178	13063770126	17283129698	18107212049	18584473570
13456310032	19989761692	16654915475	15086224319	14907762493	17183153346	17215030943	18142065330	13295651347
18796710638	18132705582	13262173653	13757451286	18986920974	13139134870	18396048931	18110129135	17145332268
15744814269	14943007898	15563400545	15731243262	18159954631	14506453866	17836314202	13394942224	15674382239
18832795474	18054090721	13012156471	15217541226	13362758875	17650937282	13671801294	13357005078	17570913256
18895677857	18122132915	13028016422	18794130412	19993464649	18544623143	18758715047	18927277276	18577889677
13989047694	17732882468	17109112779	14724268526	17758606589	16694067600	18492157884	17330369581	18661488526
19863756609	18190073870	13102215829	18411829785	18913773471	17141743257	17291334211	14988914094	17630184933
13540127758	18168850654	13025868872	15109969698	13332177560	18658723693	13702956866	17781418048	14582050396
17852788356	14995573495	15536845319	18719443355	18044575688	13044407280	13806205397	13306576222	13228402918
13974470071	18135732091	17181848474	15710477337	19977195484	18521180241	13519381746	17713277654	16653401696
18718608206	17788596021	17510957588	15703808942	14923879716	13112261960	13805420143	17386616297	13298496988
13550276741	17768053875	17535366392	15071220606	15349762442	17643096986	15929748416	14936123583	18525800972
18455453157	17751149567	13046064826	18468976402	18097644108	18597405397	18257757872	17761293548	15689245768
18723623358	18964012814	17149423170	17889762953	14905013659	13120631715	15758938847	19940439856	13108876424
13639282733	19924388235	17168509008	15801116041	18941147074	13169356583	14738666423	19948701827	17101671541
15217855776	17302377506	13071735073	15859809547	18193431074	13042309928	13699015780	19980778737	16636791373
13471554404	15362062409	16673311838	18710181070	13397733471	17549774744	13581964237	18963883971	17119967338
15137502469	14916026188	16683595756	17889419204	13361434982	18689661675	15100158394	19946130337	16641723506
15262213117	18125145716	14534638903	13479212590	17775179065	17128027980	15808755918	14939843838	17569685653
13832852032	19955450877	15605487395	13734998920	18917720521	14545995498	13992639993	18102291776	16665326204
18840204044	15334675703	16620634457	14738835626	17301758061	16630205417	17864989553	17755964752	14507011181
15218335469	13319963306	16605484349	13726726274	17755237375	18607587801	14757558989	19931946713	13001999034
13788092094	17323376850	13223717674	18289775382	18177383555	17684542211	13935174062	18057039806	15513344470
15159738326	18032865739	13124825786	15084240990	14919474999	18691242568	13432036373	18012024226	16612731996
15936653097	14989750662	13265734201	15748168382	19919328876	16627796825	13680170089	18926523466	17521587605
17813497902	18048667981	16638442326	13545601305	18983914862	18635539006	18292349722	13378388431	16679671496
18368780222	18916656173	18684376688	15981347661	15320146671	18646547079	19891387393	17797285215	17126569316
13503097429	18185514300	17685525444	13588892543	19961763135	17177261663	17837089347	18129254855	17567439428
14731345215	17315876761	16677383165	18852549907	18945413424	17664189887	13788520480	17777373815	16627047105
17275233554	18159515942	15691415248	18433601080	15399608507	13048284341	13832656378	13379966024	18529424292
19875953992	19908761444	14550854001	15924396275	15361093257	13269275154	18798070246	18037211128	17578241144
13695514818	18971815054	15616637330	15159041187	17373929139	14587472256	15787545230	18940945151	18568451221
17894564738	13374280985	18566378424	15197075379	17308173960	15656724384	15128924544	13305508639	15559192401
15997601036	15379567103	13241848572	13405522095	19947524474	13274734636	15106575615	17753574781	15549821825
13592256730	13337727382	14575090032	13685016193	17349180023	16679717393	13421535210	15335015995	18624042897
